unique_id,indicator_id,name,measure,measure_info,geotype_name,geo_join_id,geo_place_name,time_period,start_date,value,borough_code
213973,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2014,2014-06-01,8.76,Queens
411094,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Annual Average 2016,2015-12-31,7.82,Queens
547725,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2017,2017-06-01,9.52,Queens
606021,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2018,2018-06-01,8.71,Queens
547552,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2017,2017-01-01,8.42,Queens
547553,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Winter 2016-17,2016-12-01,8.85,Queens
168436,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Winter 2008-09,2008-12-01,12.98,Queens
168672,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Winter 2012-13,2012-12-01,10.77,Queens
169439,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2011,2011-06-01,11.62,Queens
169498,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2012,2012-06-01,10.46,Queens
173210,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Winter 2011-12,2011-12-01,9.91,Queens
173720,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Summer 2012,2012-06-01,11.18,Queens
173754,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Summer 2013,2013-06-01,11.07,Queens
174196,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2011,2010-12-01,11.02,Queens
174230,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2012,2011-12-01,9.84,Queens
174264,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2013,2012-12-01,9.6,Queens
410920,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2016,2015-12-31,8.65,Queens
547551,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Summer 2017,2017-06-01,10.23,Queens
605846,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2018,2018-01-01,8.16,Queens
605847,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Summer 2018,2018-06-01,9.43,Queens
605848,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Winter 2017-18,2017-12-01,9.27,Queens
173176,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Winter 2010-11,2010-12-01,13.64,Queens
174128,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2009,2008-12-01,11.4,Queens
211877,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Winter 2013-14,2013-12-01,13.06,Queens
211979,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Summer 2014,2014-06-01,9.59,Queens
334136,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Summer 2015,2015-06-01,10.46,Queens
334137,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Winter 2014-15,2014-12-01,10.44,Queens
410918,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Winter 2015-16,2015-12-01,9.1,Queens
174162,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2010,2009-12-01,10.05,Queens
212081,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2014,2013-12-01,9.98,Queens
334135,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Annual Average 2015,2015-01-01,9.78,Queens
173108,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Winter 2008-09,2008-12-01,13.59,Queens
173142,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Winter 2009-10,2009-12-01,9.75,Queens
173618,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Summer 2009,2009-06-01,11.6,Queens
410820,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2016,2016-05-31,9.23,Queens
547454,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Winter 2016-17,2016-12-01,8.85,Queens
173652,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Summer 2010,2010-06-01,12.81,Queens
410919,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Summer 2016,2016-05-31,9.23,Queens
173244,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Winter 2012-13,2012-12-01,11.41,Queens
173686,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,401,Long Island City - Astoria,Summer 2011,2011-06-01,12.33,Queens
177881,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2011,2011-06-01,12.33,Queens
177923,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2012,2012-06-01,11.18,Queens
177965,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2013,2013-06-01,11.07,Queens
212696,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Winter 2013-14,2013-12-01,13.06,Queens
212822,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2014,2014-06-01,9.59,Queens
334036,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2015,2015-01-01,9.78,Queens
177335,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Winter 2012-13,2012-12-01,11.41,Queens
178469,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2010,2009-12-01,10.05,Queens
178511,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2011,2010-12-01,11.02,Queens
212948,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2014,2013-12-01,9.98,Queens
605749,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Winter 2017-18,2017-12-01,9.27,Queens
177209,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Winter 2009-10,2009-12-01,9.75,Queens
178595,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2013,2012-12-01,9.6,Queens
334038,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Winter 2014-15,2014-12-01,10.44,Queens
410819,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Winter 2015-16,2015-12-01,9.1,Queens
547452,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2017,2017-06-01,10.23,Queens
605747,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2018,2018-01-01,8.16,Queens
177293,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Winter 2011-12,2011-12-01,9.91,Queens
334037,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2015,2015-06-01,10.46,Queens
410821,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2016,2015-12-31,8.65,Queens
547453,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2017,2017-01-01,8.42,Queens
605748,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2018,2018-06-01,9.43,Queens
177167,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Winter 2008-09,2008-12-01,13.59,Queens
177839,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2010,2010-06-01,12.81,Queens
411091,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Annual Average 2016,2015-12-31,7.08,Manhattan
547722,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Summer 2017,2017-06-01,8.51,Manhattan
177251,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Winter 2010-11,2010-12-01,13.64,Queens
177797,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2009,2009-06-01,11.6,Queens
178427,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2009,2008-12-01,11.4,Queens
178553,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Annual Average 2012,2011-12-01,9.84,Queens
169379,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Summer 2010,2010-06-01,11.42,Manhattan
169556,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Summer 2013,2013-06-01,9.82,Manhattan
170323,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Annual Average 2011,2010-12-01,9.53,Manhattan
170441,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Annual Average 2013,2012-12-01,8.16,Manhattan
334308,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Winter 2014-15,2014-12-01,8.35,Manhattan
411089,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Winter 2015-16,2015-12-01,7.56,Manhattan
334306,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Annual Average 2015,2015-01-01,8.06,Manhattan
547724,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Winter 2016-17,2016-12-01,7.58,Manhattan
606018,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Summer 2018,2018-06-01,8.01,Manhattan
606019,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Winter 2017-18,2017-12-01,7.87,Manhattan
168553,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Winter 2010-11,2010-12-01,11.79,Manhattan
168671,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Winter 2012-13,2012-12-01,9.81,Manhattan
334307,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Summer 2015,2015-06-01,8.94,Manhattan
411090,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Summer 2016,2016-05-31,7.75,Manhattan
168494,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Winter 2009-10,2009-12-01,9.41,Manhattan
170205,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Annual Average 2009,2008-12-01,9.81,Manhattan
213795,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Winter 2013-14,2013-12-01,11.04,Manhattan
214149,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Annual Average 2014,2013-12-01,8.46,Manhattan
168435,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Winter 2008-09,2008-12-01,12.03,Manhattan
168612,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Winter 2011-12,2011-12-01,8.28,Manhattan
169320,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Summer 2009,2009-06-01,10.33,Manhattan
170264,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Annual Average 2010,2009-12-01,9.09,Manhattan
170382,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Annual Average 2012,2011-12-01,8.35,Manhattan
213972,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Summer 2014,2014-06-01,8.21,Manhattan
547720,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Annual Average 2017,2017-01-01,7.49,Manhattan
547721,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Winter 2016-17,2016-12-01,7.92,Manhattan
169438,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Summer 2011,2011-06-01,11.1,Manhattan
169497,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Summer 2012,2012-06-01,9.93,Manhattan
547723,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Annual Average 2017,2017-01-01,6.99,Manhattan
606017,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Annual Average 2018,2018-01-01,6.66,Manhattan
170381,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Annual Average 2012,2011-12-01,9.05,Manhattan
213971,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Summer 2014,2014-06-01,8.86,Manhattan
606014,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Annual Average 2018,2018-01-01,7.13,Manhattan
606016,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Winter 2017-18,2017-12-01,8.45,Manhattan
168493,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Winter 2009-10,2009-12-01,10.34,Manhattan
334305,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Winter 2014-15,2014-12-01,8.98,Manhattan
168434,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Winter 2008-09,2008-12-01,13.25,Manhattan
168670,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Winter 2012-13,2012-12-01,10.32,Manhattan
169319,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Summer 2009,2009-06-01,10.88,Manhattan
169378,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Summer 2010,2010-06-01,11.92,Manhattan
170204,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Annual Average 2009,2008-12-01,10.57,Manhattan
170263,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Annual Average 2010,2009-12-01,9.87,Manhattan
169555,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Summer 2013,2013-06-01,10.28,Manhattan
170322,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Annual Average 2011,2010-12-01,10.23,Manhattan
214148,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Annual Average 2014,2013-12-01,9.07,Manhattan
334303,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Annual Average 2015,2015-01-01,8.73,Manhattan
334304,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Summer 2015,2015-06-01,9.44,Manhattan
411088,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Annual Average 2016,2015-12-31,7.79,Manhattan
213794,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Winter 2013-14,2013-12-01,11.77,Manhattan
411086,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Winter 2015-16,2015-12-01,8.52,Manhattan
411087,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Summer 2016,2016-05-31,8.26,Manhattan
547719,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Summer 2017,2017-06-01,9.07,Manhattan
606015,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Summer 2018,2018-06-01,8.36,Manhattan
168552,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Winter 2010-11,2010-12-01,12.68,Manhattan
547718,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Winter 2016-17,2016-12-01,8.12,Manhattan
606012,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Summer 2018,2018-06-01,8.63,Manhattan
168611,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Winter 2011-12,2011-12-01,9.33,Manhattan
169437,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Summer 2011,2011-06-01,11.53,Manhattan
169496,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Summer 2012,2012-06-01,10.39,Manhattan
170440,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Annual Average 2013,2012-12-01,8.69,Manhattan
547717,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Annual Average 2017,2017-01-01,7.62,Manhattan
606011,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Annual Average 2018,2018-01-01,7.36,Manhattan
170203,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Annual Average 2009,2008-12-01,10.78,Manhattan
170439,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Annual Average 2013,2012-12-01,8.82,Manhattan
334301,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Summer 2015,2015-06-01,9.6,Manhattan
411085,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Annual Average 2016,2015-12-31,7.97,Manhattan
169436,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Summer 2011,2011-06-01,11.65,Manhattan
170380,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Annual Average 2012,2011-12-01,9.14,Manhattan
213793,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Winter 2013-14,2013-12-01,11.91,Manhattan
214147,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Annual Average 2014,2013-12-01,9.21,Manhattan
411084,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Summer 2016,2016-05-31,8.38,Manhattan
547716,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Summer 2017,2017-06-01,9.18,Manhattan
411083,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Winter 2015-16,2015-12-01,8.69,Manhattan
606013,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Winter 2017-18,2017-12-01,8.62,Manhattan
168610,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Winter 2011-12,2011-12-01,9.37,Manhattan
169318,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Summer 2009,2009-06-01,10.97,Manhattan
334300,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Annual Average 2015,2015-01-01,8.88,Manhattan
168669,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Winter 2012-13,2012-12-01,10.43,Manhattan
169495,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Summer 2012,2012-06-01,10.51,Manhattan
169554,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Summer 2013,2013-06-01,10.44,Manhattan
170262,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Annual Average 2010,2009-12-01,10.0,Manhattan
170321,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Annual Average 2011,2010-12-01,10.3,Manhattan
213970,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Summer 2014,2014-06-01,8.99,Manhattan
334302,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Winter 2014-15,2014-12-01,9.21,Manhattan
547714,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Annual Average 2017,2017-01-01,6.85,Manhattan
606010,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Winter 2017-18,2017-12-01,7.79,Manhattan
168433,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Winter 2008-09,2008-12-01,13.67,Manhattan
168492,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Winter 2009-10,2009-12-01,10.42,Manhattan
168551,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Winter 2010-11,2010-12-01,12.7,Manhattan
169377,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Summer 2010,2010-06-01,12.04,Manhattan
169494,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Summer 2012,2012-06-01,9.9,Manhattan
169553,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Summer 2013,2013-06-01,9.75,Manhattan
170320,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Annual Average 2011,2010-12-01,9.46,Manhattan
170438,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Annual Average 2013,2012-12-01,8.14,Manhattan
411080,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Winter 2015-16,2015-12-01,7.08,Manhattan
411082,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Annual Average 2016,2015-12-31,6.78,Manhattan
168491,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Winter 2009-10,2009-12-01,9.12,Manhattan
168609,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Winter 2011-12,2011-12-01,8.04,Manhattan
169435,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Summer 2011,2011-06-01,11.06,Manhattan
213792,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Winter 2013-14,2013-12-01,11.02,Manhattan
334299,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Winter 2014-15,2014-12-01,8.12,Manhattan
606008,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Annual Average 2018,2018-01-01,6.54,Manhattan
168668,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Winter 2012-13,2012-12-01,9.78,Manhattan
169317,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Summer 2009,2009-06-01,10.38,Manhattan
170202,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Annual Average 2009,2008-12-01,9.59,Manhattan
334298,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Summer 2015,2015-06-01,8.77,Manhattan
606009,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Summer 2018,2018-06-01,7.88,Manhattan
