id,month_name,month,grade,enddate,pollster,samplesize,approve,influence,disapprove
404,May,5,B,2021-05-19,Morning Consult,2200,57,0,38
405,May,5,B+,2021-05-19,HarrisX,1889,60,0,40
406,May,5,B,2021-05-21,Morning Consult,45000,54,0,38
407,May,5,B,2021-05-19,Rasmussen Reports/Pulse Opinion Research,1500,52,0,46
408,May,5,C+,2021-05-20,American Research Group,1100,57,0,37
409,May,5,B,2021-05-20,Morning Consult,1994,59,0,38
410,May,5,B,2021-05-20,Rasmussen Reports/Pulse Opinion Research,1500,52,0,46
411,May,5,B,2021-05-22,Morning Consult,45000,54,0,39
412,May,5,B/C,2021-05-20,John Zogby Strategies/EMI Research Solutions,1011,59,0,40
413,May,5,B,2021-05-23,Morning Consult,45000,54,0,39
414,May,5,B-,2021-05-20,Ipsos,1004,55.87,0,39.12
415,May,5,B+,2021-05-20,Harris Poll,973,61.5,0,37
416,May,5,B,2021-05-22,Morning Consult,2200,56,0,38
417,May,5,A-,2021-05-24,Quinnipiac University,1316,49,0,41
418,May,5,B,2021-05-24,Morning Consult,45000,54,0,39
419,May,5,B,2021-05-23,Rasmussen Reports/Pulse Opinion Research,1500,54,0,43
420,May,5,B/C,2021-05-23,Léger,1002,51,0,38
421,May,5,B/C,2021-05-24,Navigator Research,1204,53,0,44
422,May,5,B,2021-05-24,Rasmussen Reports/Pulse Opinion Research,1500,54,0,44
423,May,5,B,2021-05-25,Morning Consult,45000,54,0,38
424,May,5,B,2021-05-24,Morning Consult,2200,54,0,39
425,May,5,B,2021-05-26,Morning Consult,45000,54,0,38
426,May,5,B,2021-05-24,Morning Consult,2200,55,0,40
427,May,5,B,2021-05-25,Rasmussen Reports/Pulse Opinion Research,1500,55,0,43
428,May,5,B,2021-05-27,Morning Consult,45000,54,0,38
429,May,5,A,2021-05-25,Beacon Research/Shaw & Company Research,1003,54,0,42
430,May,5,B+,2021-05-25,YouGov,1500,52,0,39
431,May,5,,2021-05-26,Cor Services,519,51,0,42
432,May,5,B,2021-05-26,Rasmussen Reports/Pulse Opinion Research,1500,53,0,45
433,May,5,B,2021-05-28,Morning Consult,45000,54,0,38
434,May,5,B+,2021-05-26,YouGov,1588,49,0,41
435,May,5,B,2021-05-27,Rasmussen Reports/Pulse Opinion Research,1500,55,0,43
436,May,5,B,2021-05-29,Morning Consult,45000,54,0,38
437,May,5,B-,2021-05-27,Ipsos,1005,51.57,0,44.01
438,May,5,A+,2021-05-28,TIPP Insights,1305,53,0,32
439,May,5,B,2021-05-30,Morning Consult,45000,54,0,38
440,May,5,B,2021-05-29,Morning Consult,2199,56,0,37
441,May,5,B-,2021-05-27,Zogby Analytics,868,60,0,37
442,May,5,B,2021-05-31,Morning Consult,45000,54,0,38
443,May,5,B,2021-05-30,Rasmussen Reports/Pulse Opinion Research,1500,53,0,45
444,June,6,B,2021-06-01,Morning Consult,45000,53,0,38
445,May,5,B,2021-05-31,Rasmussen Reports/Pulse Opinion Research,1500,53,0,45
446,June,6,B,2021-06-02,Morning Consult,45000,53,0,38
447,June,6,B+,2021-06-01,YouGov,1500,50,0,40
448,June,6,B,2021-06-03,Morning Consult,45000,53,0,38
449,June,6,B+,2021-06-01,HarrisX,1893,61,0,39
450,June,6,B,2021-06-01,Rasmussen Reports/Pulse Opinion Research,1500,51,0,48
451,June,6,B,2021-06-04,Morning Consult,45000,53,0,39
452,June,6,B,2021-06-02,Rasmussen Reports/Pulse Opinion Research,1500,50,0,49
453,June,6,B,2021-06-03,Rasmussen Reports/Pulse Opinion Research,1500,49,0,49
454,June,6,B,2021-06-05,Morning Consult,45000,53,0,39
455,June,6,B,2021-06-06,Morning Consult,45000,53,0,39
456,June,6,B-,2021-06-03,Ipsos,1005,53.57,0,42.33
457,June,6,,2021-06-05,Cor Services,519,50,0,42
458,June,6,B-,2021-06-05,RMG Research,1200,55,0,39
459,June,6,B,2021-06-06,Rasmussen Reports/Pulse Opinion Research,1500,48,0,49
460,June,6,B,2021-06-07,Morning Consult,45000,53,0,39
461,June,6,,2021-06-07,The Bullfinch Group,1200,54,0,41
462,June,6,B/C,2021-06-06,Léger,1004,51,0,38
463,June,6,B,2021-06-07,Rasmussen Reports/Pulse Opinion Research,1500,49,0,49
464,June,6,B,2021-06-08,Morning Consult,45000,52,0,39
465,June,6,B,2021-06-07,Morning Consult,1990,52,0,43
466,June,6,B,2021-06-08,Morning Consult,2200,51,0,41
467,June,6,B,2021-06-09,Morning Consult,45000,52,0,39
468,June,6,B,2021-06-07,Morning Consult,2200,54,0,40
469,June,6,B,2021-06-10,Morning Consult,45000,52,0,39
470,June,6,B,2021-06-08,Rasmussen Reports/Pulse Opinion Research,1500,51,0,48
471,June,6,B+,2021-06-08,YouGov,1500,50,0,40
472,June,6,B,2021-06-11,Morning Consult,45000,53,0,39
473,June,6,A/B,2021-06-10,Lake Research Partners/The Tarrance Group,1000,52,0,45
474,June,6,B+,2021-06-09,HarrisX,1885,61,0,39
475,June,6,B,2021-06-09,Rasmussen Reports/Pulse Opinion Research,1500,52,0,47
476,June,6,A/B,2021-06-10,The Winston Group,1000,54,0,38
477,June,6,B,2021-06-10,Rasmussen Reports/Pulse Opinion Research,1500,49,0,49
478,June,6,B,2021-06-12,Morning Consult,45000,53,0,39
479,June,6,B,2021-06-13,Morning Consult,45000,53,0,39
480,June,6,B+,2021-06-18,Gallup,1012,56,0,42
481,June,6,B-,2021-06-10,Ipsos,1004,54.95,0,40.26
482,June,6,B,2021-06-14,Morning Consult,45000,52,0,39
483,June,6,B,2021-06-13,Rasmussen Reports/Pulse Opinion Research,1500,49,0,50
484,June,6,B,2021-06-14,Rasmussen Reports/Pulse Opinion Research,1500,49,0,49
485,June,6,A,2021-06-14,Monmouth University,810,48,0,43
486,June,6,B,2021-06-13,Morning Consult,1994,53,0,44
487,June,6,B,2021-06-15,Morning Consult,45000,53,0,39
488,June,6,,2021-06-14,AP-NORC,1125,55,0,44
489,June,6,B/C,2021-06-14,Navigator Research,1001,52,0,44
490,June,6,C,2021-06-15,Momentive/SurveyMonkey,2309,53,0,42
491,June,6,,2021-06-15,Climate Nexus,1525,56,0,39
492,June,6,B,2021-06-16,Morning Consult,45000,53,0,39
493,June,6,B,2021-06-15,Rasmussen Reports/Pulse Opinion Research,1500,50,0,48
494,June,6,B+,2021-06-15,YouGov,1500,48,0,43
495,June,6,B-,2021-06-17,Ipsos,4420,55,0,41
496,June,6,B,2021-06-17,Morning Consult,45000,53,0,39
497,June,6,B+,2021-06-23,YouGov,1753,51,0,46.7
498,June,6,B,2021-06-18,Morning Consult,45000,53,0,39
499,June,6,B,2021-06-16,Rasmussen Reports/Pulse Opinion Research,1500,50,0,48
500,June,6,B,2021-06-19,Morning Consult,45000,53,0,39
501,June,6,B+,2021-06-17,Harris Poll,2006,59,0,34
502,June,6,B,2021-06-17,Rasmussen Reports/Pulse Opinion Research,1500,51,0,48
503,June,6,B/C,2021-06-19,East Carolina University,1105,47.9,0,40.9
504,June,6,B-,2021-06-17,Ipsos,1002,51.57,0,42.25
505,June,6,B,2021-06-19,Morning Consult,2200,56,0,38
506,June,6,B,2021-06-20,Morning Consult,45000,53,0,38
507,June,6,B,2021-06-20,Rasmussen Reports/Pulse Opinion Research,1500,52,0,46
508,June,6,B,2021-06-21,Greenberg Research,2000,57,0,43
509,June,6,B,2021-06-21,Morning Consult,45000,54,0,38
510,June,6,C/D,2021-06-20,McLaughlin & Associates,1000,55,0,44
511,June,6,B,2021-06-20,Morning Consult,2041,54,0,43
512,June,6,B,2021-06-22,Morning Consult,45000,54,0,39
513,June,6,C+,2021-06-20,American Research Group,1100,52,0,43
514,June,6,B,2021-06-20,Morning Consult,1995,58,0,40
515,June,6,B/C,2021-06-20,Léger,1001,49,0,40
516,June,6,B,2021-06-21,Rasmussen Reports/Pulse Opinion Research,1500,51,0,47
517,June,6,B,2021-06-23,Morning Consult,45000,53,0,39
518,June,6,B/C,2021-06-22,Echelon Insights,1001,55,0,42
519,June,6,B,2021-06-22,Rasmussen Reports/Pulse Opinion Research,1500,52,0,46
520,June,6,B+,2021-06-22,YouGov,1500,50,0,40
521,June,6,A,2021-06-22,Beacon Research/Shaw & Company Research,1001,56,0,43
522,June,6,B,2021-06-24,Morning Consult,45000,53,0,39
523,June,6,B,2021-06-23,Morning Consult,2082,58,0,38
524,June,6,B,2021-06-25,Morning Consult,45000,53,0,39
525,June,6,B,2021-06-23,Rasmussen Reports/Pulse Opinion Research,1500,51,0,47
526,June,6,B,2021-06-26,Morning Consult,45000,53,0,39
527,June,6,B,2021-06-24,Rasmussen Reports/Pulse Opinion Research,1500,51,0,47
528,June,6,B,2021-06-24,Morning Consult,2200,58,0,38
529,June,6,B+,2021-06-24,YouGov,1592,50,0,43
530,June,6,B,2021-06-27,Morning Consult,45000,53,0,39
531,June,6,B-,2021-06-24,Ipsos,1005,52.6,0,40.23
532,June,6,B,2021-06-28,Morning Consult,45000,53,0,39
533,June,6,B,2021-06-27,Rasmussen Reports/Pulse Opinion Research,1500,49,0,49
534,June,6,B,2021-06-29,Morning Consult,45000,53,0,39
535,June,6,B/C,2021-06-28,Navigator Research,1000,54,0,43
536,June,6,A,2021-06-29,Marist College,1115,50,0,43
537,June,6,B,2021-06-28,Rasmussen Reports/Pulse Opinion Research,1500,49,0,49
538,June,6,B,2021-06-30,Morning Consult,45000,53,0,39
539,June,6,B,2021-06-28,Morning Consult,1989,54,0,43
540,June,6,B+,2021-06-29,YouGov,1500,48,0,43
541,July,7,B,2021-07-01,Morning Consult,45000,53,0,39
542,June,6,B,2021-06-29,Rasmussen Reports/Pulse Opinion Research,1500,48,0,50
543,June,6,B,2021-06-30,Rasmussen Reports/Pulse Opinion Research,1500,48,0,49
544,July,7,B,2021-07-02,Morning Consult,45000,52,0,39
545,June,6,A+,2021-06-30,ABC News/The Washington Post,907,50,0,42
546,June,6,B+,2021-06-30,HarrisX,950,60,0,40
547,July,7,B,2021-07-03,Morning Consult,45000,52,0,39
548,July,7,B,2021-07-01,Rasmussen Reports/Pulse Opinion Research,1500,48,0,50
549,July,7,A+,2021-07-02,TIPP Insights,1424,50,0,37
550,July,7,B,2021-07-04,Morning Consult,45000,52,0,39
551,July,7,B-,2021-07-01,Ipsos,1004,51.5,0,41.95
552,July,7,B,2021-07-05,Morning Consult,45000,52,0,39
553,July,7,B,2021-07-06,Rasmussen Reports/Pulse Opinion Research,1500,49,0,50
554,July,7,B/C,2021-07-04,Léger,1003,56,0,43
555,July,7,B,2021-07-06,Morning Consult,23596.5,54,0,38.5
556,July,7,B,2021-07-07,Rasmussen Reports/Pulse Opinion Research,1500,49,0,50
557,July,7,B,2021-07-07,Morning Consult,45000,53,0,39
558,July,7,B+,2021-07-06,YouGov,1500,51,0,40
559,July,7,B,2021-07-08,Morning Consult,45000,53,0,39
560,July,7,B,2021-07-07,Rasmussen Reports/Pulse Opinion Research,1500,49,0,49
561,July,7,B-,2021-07-06,Zogby Analytics,681,60,0,39
562,July,7,B,2021-07-09,Morning Consult,45000,53,0,39
563,July,7,B,2021-07-10,Morning Consult,45000,52,0,39
564,July,7,B,2021-07-11,Morning Consult,45000,52,0,39
565,July,7,B,2021-07-10,Morning Consult,3995,53,0,45
566,July,7,B-,2021-07-08,Ipsos,1004,52.1,0,43.13
567,July,7,,2021-07-10,Cor Services,518,46,0,46
568,July,7,B+,2021-07-09,HarrisX,938,59,0,41
569,July,7,B,2021-07-12,Morning Consult,45000,52,0,39
570,July,7,B-,2021-07-10,RMG Research,1200,51,0,41
571,July,7,B,2021-07-11,Rasmussen Reports/Pulse Opinion Research,1500,49,0,49
572,July,7,B,2021-07-13,Morning Consult,45000,52,0,39
573,July,7,B,2021-07-12,Rasmussen Reports/Pulse Opinion Research,1500,49,0,49
574,July,7,B,2021-07-12,Morning Consult,1996,52,0,45
575,July,7,B,2021-07-13,Morning Consult,4398,54,0,39
576,July,7,B,2021-07-14,Morning Consult,45000,52,0,39
577,July,7,B,2021-07-13,Rasmussen Reports/Pulse Opinion Research,1500,49,0,49
578,July,7,B+,2021-07-13,YouGov,1500,47,0,43
579,July,7,B,2021-07-15,Morning Consult,45000,52,0,39
580,July,7,B,2021-07-16,Morning Consult,45000,52,0,39
581,July,7,B,2021-07-14,Rasmussen Reports/Pulse Opinion Research,1500,48,0,50
582,July,7,B+,2021-07-15,YouGov,1715,50,0,42
583,July,7,B,2021-07-17,Morning Consult,45000,53,0,39
584,July,7,B+,2021-07-21,Gallup,1007,50,0,45
585,July,7,B,2021-07-15,Rasmussen Reports/Pulse Opinion Research,1500,49,0,49
586,July,7,B,2021-07-18,Morning Consult,45000,52,0,39
587,July,7,B-,2021-07-15,Ipsos,1005,53.43,0,41.64
588,July,7,B+,2021-07-17,YouGov,2238,58,0,42
589,July,7,B,2021-07-19,Morning Consult,30200.5,53.5,0,39.5
590,July,7,B/C,2021-07-16,Sacred Heart University,1500,52.1,0,35.7
591,July,7,B,2021-07-18,Rasmussen Reports/Pulse Opinion Research,1500,50,0,48
592,July,7,B/C,2021-07-19,Navigator Research,1000,52,0,44
593,July,7,B,2021-07-18,Morning Consult,1997,52,0,44
594,July,7,,2021-07-19,AP-NORC,1308,59,0,41
595,July,7,B,2021-07-19,Rasmussen Reports/Pulse Opinion Research,1500,51,0,48
596,July,7,B/C,2021-07-18,Léger,1001,54,0,45
597,July,7,B,2021-07-20,Morning Consult,45000,52,0,40
598,July,7,B,2021-07-18,Morning Consult,2199,53,0,41
599,July,7,B,2021-07-21,Morning Consult,45000,52,0,40
600,July,7,B,2021-07-20,Rasmussen Reports/Pulse Opinion Research,1500,50,0,48
601,July,7,C+,2021-07-20,American Research Group,1100,53,0,43
602,July,7,B+,2021-07-20,YouGov,1500,48,0,40
603,July,7,B,2021-07-22,Morning Consult,45000,52,0,40
604,July,7,B,2021-07-21,Rasmussen Reports/Pulse Opinion Research,1500,51,0,48
605,July,7,B,2021-07-23,Morning Consult,45000,52,0,40
606,July,7,B+,2021-07-21,HarrisX,949,58,0,42
607,July,7,B/C,2021-07-23,Echelon Insights,1143,55,0,43
608,July,7,B,2021-07-24,Morning Consult,45000,52,0,40
609,July,7,A/B,2021-07-26,Marquette University Law School,1010,58,0,42
610,July,7,B,2021-07-22,Rasmussen Reports/Pulse Opinion Research,1500,50,0,48
611,July,7,B,2021-07-25,Morning Consult,45000,52,0,40
612,July,7,B-,2021-07-22,Ipsos,1005,53.98,0,40.44
613,July,7,B,2021-07-26,Morning Consult,45000,52,0,40
614,July,7,B,2021-07-25,Rasmussen Reports/Pulse Opinion Research,1500,49,0,49
615,July,7,A,2021-07-26,Monmouth University,804,48,0,44
616,July,7,B,2021-07-26,Rasmussen Reports/Pulse Opinion Research,1500,47,0,51
617,July,7,B/C,2021-07-28,WPA Intelligence,1000,47,0,44
618,July,7,B,2021-07-25,Morning Consult,2201,54,0,40
619,July,7,B,2021-07-27,Morning Consult,45000,52,0,40
620,July,7,A,2021-07-29,Marist College,1132,49,0,44
621,July,7,B,2021-07-28,Morning Consult,45000,52,0,40
622,July,7,B,2021-07-26,Morning Consult,2200,53,0,41
623,July,7,B+,2021-07-27,YouGov,1500,46,0,44
624,July,7,B,2021-07-27,Rasmussen Reports/Pulse Opinion Research,1500,46,0,52
625,July,7,B,2021-07-29,Morning Consult,45000,52,0,40
626,July,7,B+,2021-07-28,Hart Research Associates/Public Opinion Strategies,802,48,0,45
627,July,7,B,2021-07-30,Morning Consult,45000,52,0,40
628,July,7,B,2021-07-28,Rasmussen Reports/Pulse Opinion Research,1500,47,0,51
629,July,7,B,2021-07-29,Rasmussen Reports/Pulse Opinion Research,1500,47,0,51
630,July,7,B,2021-07-31,Morning Consult,45000,51,0,40
631,July,7,A+,2021-07-30,TIPP Insights,1322,52,0,34
632,July,7,B,2021-07-29,Morning Consult,2000,51,0,47
633,August,8,B,2021-08-01,Morning Consult,45000,51,0,40
634,July,7,B+,2021-07-29,Harris Poll,1788,52,0,43
635,July,7,B-,2021-07-29,Ipsos,1005,53.83,0,42.1
636,July,7,,2021-07-31,Cor Services,515,43,0,51
637,August,8,B,2021-08-01,Rasmussen Reports/Pulse Opinion Research,1500,49,0,49
638,August,8,A-,2021-08-02,Quinnipiac University,1290,46,0,43
639,August,8,B,2021-08-02,Morning Consult,45000,51,0,40
640,August,8,B/C,2021-08-02,Navigator Research,1000,51,0,46
641,August,8,B/C,2021-08-01,Léger,1001,53,0,45
642,August,8,B,2021-08-02,Morning Consult,2200,53,0,41
643,August,8,B,2021-08-03,Morning Consult,45000,51,0,41
644,August,8,B,2021-08-02,Rasmussen Reports/Pulse Opinion Research,1500,48,0,51
645,August,8,B,2021-08-01,Morning Consult,2200,55,0,39
646,August,8,B,2021-08-02,Morning Consult,2200,53,0,42
647,August,8,B,2021-08-04,Morning Consult,45000,51,0,40
648,August,8,B+,2021-08-02,YouGov,1552,48,0,44
649,August,8,B,2021-08-02,Morning Consult,2200,51,0,43
650,August,8,C/D,2021-08-03,McLaughlin & Associates,1000,54,0,45
651,August,8,B+,2021-08-03,YouGov,1500,49,0,43
652,August,8,B,2021-08-03,Rasmussen Reports/Pulse Opinion Research,1500,48,0,51
653,August,8,B,2021-08-05,Morning Consult,45000,51,0,40
654,August,8,B/C,2021-08-03,Redfield & Wilton Strategies,1500,48,0,36
655,August,8,B,2021-08-04,Rasmussen Reports/Pulse Opinion Research,1500,48,0,51
656,August,8,B,2021-08-06,Morning Consult,45000,51,0,40
657,August,8,B,2021-08-07,Morning Consult,45000,51,0,41
658,August,8,B,2021-08-05,Rasmussen Reports/Pulse Opinion Research,1500,48,0,51
659,August,8,B-,2021-08-05,Ipsos,1004,50.14,0,42.69
660,August,8,B,2021-08-08,Morning Consult,45000,50,0,41
661,August,8,B+,2021-08-05,HarrisX,1103,55,0,40
662,August,8,B,2021-08-09,Morning Consult,45000,51,0,41
663,August,8,B,2021-08-08,Rasmussen Reports/Pulse Opinion Research,1500,49,0,49
664,August,8,B,2021-08-10,Morning Consult,45000,51,0,41
665,August,8,B+,2021-08-10,HarrisX,4918,54,0,40
666,August,8,B,2021-08-09,Rasmussen Reports/Pulse Opinion Research,1500,48,0,51
667,August,8,B,2021-08-09,Morning Consult,2200,53,0,41
668,August,8,B,2021-08-11,Morning Consult,45000,51,0,40
669,August,8,B,2021-08-09,Morning Consult,1996,51,0,46
670,August,8,B+,2021-08-10,YouGov,1500,46,0,43
671,August,8,B,2021-08-12,Morning Consult,45000,51,0,40
672,August,8,B,2021-08-10,Rasmussen Reports/Pulse Opinion Research,1500,48,0,50
673,August,8,A,2021-08-10,Beacon Research/Shaw & Company Research,1002,53,0,46
674,August,8,A-,2021-08-11,Trafalgar Group,1073,46.5,0,47.5
675,August,8,B+,2021-08-17,Gallup,1006,49,0,48
676,August,8,B,2021-08-11,Rasmussen Reports/Pulse Opinion Research,1500,47,0,52
677,August,8,B,2021-08-13,Morning Consult,45000,52,0,40
678,August,8,B,2021-08-13,Morning Consult,2200,56,0,40
679,August,8,B,2021-08-14,Morning Consult,45000,52,0,40
680,August,8,B,2021-08-12,Rasmussen Reports/Pulse Opinion Research,1500,47,0,52
681,August,8,B-,2021-08-12,Ipsos,1002,51.26,0,43.04
682,August,8,B,2021-08-15,Morning Consult,45000,52,0,40
683,August,8,B,2021-08-15,Rasmussen Reports/Pulse Opinion Research,1500,46,0,53
684,August,8,B,2021-08-16,Morning Consult,45000,52,0,40
685,August,8,B,2021-08-14,Morning Consult,15000,51,0,45
686,August,8,B,2021-08-15,Morning Consult,2200,55,0,41
687,August,8,B,2021-08-16,Morning Consult,2200,54,0,41.5
688,August,8,B,2021-08-17,Morning Consult,45000,52,0,40
689,August,8,B/C,2021-08-15,Léger,1005,51,0,47
690,August,8,,2021-08-16,AP-NORC,1729,54,0,46
691,August,8,B,2021-08-16,Rasmussen Reports/Pulse Opinion Research,1500,45,0,54
692,August,8,B-,2021-08-15,Ipsos,1198,53,0,41
693,August,8,B/C,2021-08-16,Navigator Research,1001,50,0,46
694,August,8,B,2021-08-18,Morning Consult,45000,51,0,41
695,August,8,B,2021-08-16,Morning Consult,2200,54,0,40
696,August,8,B+,2021-08-18,Susquehanna Polling & Research,800,49,0,45
697,August,8,B,2021-08-16,Morning Consult,1999,51,0,46
698,August,8,B-,2021-08-16,Ipsos,947,46,0,47
699,August,8,B/C,2021-08-16,John Zogby Strategies/EMI Research Solutions,956,51.8,0,42.3
700,August,8,B+,2021-08-17,Hart Research Associates/Public Opinion Strategies,1000,49,0,48
701,August,8,B+,2021-08-17,YouGov,1500,44,0,44
702,August,8,B/C,2021-08-18,Echelon Insights,1016,52,0,46
703,August,8,B,2021-08-19,Morning Consult,45000,51,0,42
704,August,8,B-,2021-08-19,Ipsos,4427,50,0,44
705,August,8,B,2021-08-17,Rasmussen Reports/Pulse Opinion Research,1500,46,0,54
706,August,8,B+,2021-08-18,YouGov,1649,47,0,46
707,August,8,B,2021-08-20,Morning Consult,45000,51,0,42
708,August,8,B,2021-08-18,Rasmussen Reports/Pulse Opinion Research,1500,46,0,53
709,August,8,B,2021-08-19,Morning Consult,1999,50,0,47
710,August,8,B,2021-08-21,Morning Consult,45000,50,0,42
711,August,8,C,2021-08-18,SurveyMonkey,1066,47,0,45
712,August,8,B,2021-08-19,Rasmussen Reports/Pulse Opinion Research,1500,46,0,53
713,August,8,B,2021-08-22,Morning Consult,45000,50,0,42
714,August,8,B+,2021-08-20,YouGov,2142,50,0,50
715,August,8,B-,2021-08-19,Ipsos,1002,46.07,0,49.01
716,August,8,C+,2021-08-20,American Research Group,1100,49,0,46
717,August,8,B,2021-08-22,Rasmussen Reports/Pulse Opinion Research,1500,46,0,53
718,August,8,B,2021-08-23,Morning Consult,45000,50,0,43
719,August,8,B-,2021-08-22,RMG Research,1200,46,0,46
720,September,9,C,2021-09-07,SSRS,2119,52,0,48
721,August,8,B,2021-08-23,Morning Consult,2200,52,0,43
722,August,8,B,2021-08-24,Morning Consult,45000,49,0,43
723,August,8,B,2021-08-23,Rasmussen Reports/Pulse Opinion Research,1500,44,0,55
724,August,8,,2021-08-24,Cor Services,618,40,0,50
725,August,8,B+,2021-08-23,Suffolk University,1000,41.2,0,55.1
726,August,8,B+,2021-08-22,HarrisX,2846,49,0,43
727,August,8,B,2021-08-22,Morning Consult,2201,51,0,45
728,August,8,B,2021-08-25,Morning Consult,45000,49,0,43
729,August,8,B,2021-08-26,Morning Consult,45000,49,0,43
730,August,8,B,2021-08-24,Morning Consult,2200,52,0,43
731,August,8,B,2021-08-24,Rasmussen Reports/Pulse Opinion Research,1500,44,0,55
732,August,8,B,2021-08-25,Morning Consult,2200,51,0,44
733,August,8,B+,2021-08-24,YouGov,1500,46,0,44
734,August,8,B,2021-08-24,Morning Consult,1996,50,0,48
735,August,8,B,2021-08-27,Morning Consult,45000,49,0,43
736,August,8,B,2021-08-25,Rasmussen Reports/Pulse Opinion Research,1500,44,0,55
737,August,8,B,2021-08-26,Rasmussen Reports/Pulse Opinion Research,1500,45,0,53
738,August,8,B,2021-08-28,Morning Consult,45000,49,0,44
739,September,9,B,2021-09-02,Morning Consult,7988,49,0,48
740,August,8,B-,2021-08-26,Ipsos,1006,49.06,0,46.01
741,August,8,B,2021-08-29,Morning Consult,45000,49,0,44
742,August,8,B,2021-08-30,Morning Consult,45000,49,0,44
743,August,8,B,2021-08-29,Rasmussen Reports/Pulse Opinion Research,1500,45,0,54
744,August,8,B,2021-08-28,Morning Consult,2200,53,0,44
745,August,8,B,2021-08-29,Morning Consult,2200,48,0,45
746,August,8,B,2021-08-31,Morning Consult,45000,48,0,44
747,August,8,B,2021-08-30,Rasmussen Reports/Pulse Opinion Research,1500,44,0,54
748,August,8,B/C,2021-08-30,Navigator Research,1002,47,0,50
749,August,8,B,2021-08-29,Morning Consult,15623,48,0,49
750,August,8,A,2021-08-31,Marist College,1241,43,0,51
751,August,8,B,2021-08-30,Morning Consult,1997,47,0,49
752,September,9,B,2021-09-01,Morning Consult,45000,48,0,45
753,August,8,B/C,2021-08-30,Léger,1004,48,0,49
754,September,9,B,2021-09-02,Morning Consult,45000,47,0,45
755,August,8,B+,2021-08-31,YouGov,1500,45,0,44
756,August,8,B,2021-08-31,Rasmussen Reports/Pulse Opinion Research,1500,42,0,56
757,September,9,B,2021-09-03,Morning Consult,45000,47,0,45
758,September,9,B+,2021-09-01,YouGov,1605,44,0,49
759,September,9,B,2021-09-01,Rasmussen Reports/Pulse Opinion Research,1500,42,0,56
760,September,9,A-,2021-09-01,Emerson College,1200,45.8,0,46.9
761,September,9,A+,2021-09-01,ABC News/The Washington Post,1006,44,0,51
762,September,9,B,2021-09-04,Morning Consult,45000,47,0,45
763,September,9,B,2021-09-02,Rasmussen Reports/Pulse Opinion Research,1500,44,0,54
764,September,9,B-,2021-09-02,Change Research,1775,46,0,54
765,September,9,B,2021-09-02,Morning Consult,2200,49,0,46
766,September,9,B-,2021-09-02,Ipsos,1005,45.94,0,48.26
767,September,9,B,2021-09-05,Morning Consult,45000,47,0,45
768,September,9,A+,2021-09-03,TIPP Insights,1305,44,0,43
769,September,9,B,2021-09-06,Morning Consult,45000,46,0,45
770,September,9,B,2021-09-05,Rasmussen Reports/Pulse Opinion Research,1500,46,0,52
771,September,9,B,2021-09-06,Morning Consult,2200,48,0,46
772,September,9,B,2021-09-06,Morning Consult,2200,50,0,44
773,September,9,B-,2021-09-05,RMG Research,1200,42,0,52
774,September,9,B,2021-09-07,Morning Consult,45000,46,0,45
775,September,9,B,2021-09-06,Rasmussen Reports/Pulse Opinion Research,1500,47,0,52
776,September,9,A-,2021-09-08,Public Opinion Strategies,800,48,0,50
777,September,9,B,2021-09-08,Morning Consult,45000,47,0,45
778,September,9,B/C,2021-09-05,Redfield & Wilton Strategies,1500,46,0,36
779,September,9,B,2021-09-06,Morning Consult,17494,47,0,49
780,September,9,A/B,2021-09-08,The Winston Group,1000,46,0,44
781,September,9,B,2021-09-09,Morning Consult,45000,47,0,45
782,September,9,B+,2021-09-07,YouGov,1500,39,0,50
783,September,9,B,2021-09-07,Rasmussen Reports/Pulse Opinion Research,1500,46,0,53
784,September,9,B,2021-09-08,Rasmussen Reports/Pulse Opinion Research,1500,46,0,52
785,September,9,B,2021-09-08,Morning Consult,18732,47,0,49
786,September,9,B,2021-09-10,Morning Consult,45000,47,0,45
787,September,9,B,2021-09-11,Morning Consult,45000,47,0,45
788,September,9,B/C,2021-09-08,Echelon Insights,1000,48,0,46
789,September,9,B,2021-09-09,Rasmussen Reports/Pulse Opinion Research,1500,46,0,52
790,September,9,B+,2021-09-09,YouGov,2011,50,0,50
791,September,9,A-,2021-09-09,Trafalgar Group,1086,43.5,0,54.3
792,September,9,B-,2021-09-09,Ipsos,1005,47.03,0,46.16
793,September,9,B+,2021-09-17,Gallup,1005,43,0,53
794,September,9,B,2021-09-12,Morning Consult,45000,47,0,45
795,September,9,B+,2021-09-09,HarrisX,1803,55,0,45
796,September,9,B,2021-09-12,Rasmussen Reports/Pulse Opinion Research,1500,46,0,52
797,September,9,B,2021-09-13,Morning Consult,45000,47,0,46
798,September,9,B,2021-09-11,Morning Consult,2200,47,0,48
799,September,9,B-,2021-09-11,RMG Research,1200,47,0,48
800,September,9,B,2021-09-13,Rasmussen Reports/Pulse Opinion Research,1500,45,0,53
801,September,9,B,2021-09-12,Morning Consult,2200,48,0,46.5
802,September,9,A,2021-09-13,Monmouth University,802,46,0,46
803,September,9,B,2021-09-14,Morning Consult,45000,47,0,46
804,September,9,B+,2021-09-11,HarrisX,958,47,0,44
805,September,9,B/C,2021-09-13,Navigator Research,995,49,0,49
806,September,9,B,2021-09-13,Morning Consult,2200,49,0,45
807,September,9,B,2021-09-15,Morning Consult,45000,46,0,46
